# Combined map
# rounds=13, blocks=1
# Format:
# <name> input/output <index> aig_lit <aig_lit> dimacs_lit <dimacs_lit>

# Inputs
ct[0][0][9] output 9 aig_lit 6723 dimacs_lit -3361
ct[0][0][10] output 10 aig_lit 6761 dimacs_lit -3380
ct[0][0][11] output 11 aig_lit 6799 dimacs_lit -3399
ct[0][0][12] output 12 aig_lit 6837 dimacs_lit -3418
ct[0][0][13] output 13 aig_lit 6875 dimacs_lit -3437
ct[0][0][14] output 14 aig_lit 6913 dimacs_lit -3456
ct[0][0][15] output 15 aig_lit 6945 dimacs_lit -3472
ct[0][1][0] output 16 aig_lit 6646 dimacs_lit 3323
ct[0][1][1] output 17 aig_lit 5105 dimacs_lit -2552
ct[0][1][2] output 18 aig_lit 5407 dimacs_lit -2703
ct[0][1][3] output 19 aig_lit 5665 dimacs_lit -2832
ct[0][1][4] output 20 aig_lit 5995 dimacs_lit -2997
ct[0][1][5] output 21 aig_lit 6192 dimacs_lit 3096
ct[0][1][6] output 22 aig_lit 6365 dimacs_lit -3182
ct[0][1][7] output 23 aig_lit 6471 dimacs_lit -3235
ct[0][1][8] output 24 aig_lit 5295 dimacs_lit -2647
ct[0][1][9] output 25 aig_lit 5793 dimacs_lit -2896
ct[0][1][10] output 26 aig_lit 6045 dimacs_lit -3022
ct[0][1][11] output 27 aig_lit 6225 dimacs_lit -3112
ct[0][1][12] output 28 aig_lit 6304 dimacs_lit 3152
ct[0][1][13] output 29 aig_lit 6491 dimacs_lit -3245
ct[0][1][14] output 30 aig_lit 6548 dimacs_lit 3274
ct[0][1][15] output 31 aig_lit 6607 dimacs_lit -3303
rk[0][0] output 32 aig_lit 2 dimacs_lit 1
rk[0][1] output 33 aig_lit 4 dimacs_lit 2
rk[0][2] output 34 aig_lit 6 dimacs_lit 3
rk[0][3] output 35 aig_lit 8 dimacs_lit 4
rk[0][4] output 36 aig_lit 10 dimacs_lit 5
rk[0][5] output 37 aig_lit 12 dimacs_lit 6
rk[0][6] output 38 aig_lit 14 dimacs_lit 7
rk[0][7] output 39 aig_lit 16 dimacs_lit 8
rk[0][8] output 40 aig_lit 18 dimacs_lit 9
rk[0][9] output 41 aig_lit 20 dimacs_lit 10
rk[0][10] output 42 aig_lit 22 dimacs_lit 11
rk[0][11] output 43 aig_lit 24 dimacs_lit 12
rk[0][12] output 44 aig_lit 26 dimacs_lit 13
rk[0][13] output 45 aig_lit 28 dimacs_lit 14
rk[0][14] output 46 aig_lit 30 dimacs_lit 15
rk[0][15] output 47 aig_lit 32 dimacs_lit 16
rk[1][0] output 48 aig_lit 34 dimacs_lit 17
rk[1][1] output 49 aig_lit 36 dimacs_lit 18
rk[1][2] output 50 aig_lit 38 dimacs_lit 19
rk[1][3] output 51 aig_lit 40 dimacs_lit 20
rk[1][4] output 52 aig_lit 42 dimacs_lit 21
rk[1][5] output 53 aig_lit 44 dimacs_lit 22
rk[1][6] output 54 aig_lit 46 dimacs_lit 23
rk[1][7] output 55 aig_lit 48 dimacs_lit 24
rk[1][8] output 56 aig_lit 50 dimacs_lit 25
rk[1][9] output 57 aig_lit 52 dimacs_lit 26
rk[1][10] output 58 aig_lit 54 dimacs_lit 27
rk[1][11] output 59 aig_lit 56 dimacs_lit 28
rk[1][12] output 60 aig_lit 58 dimacs_lit 29
rk[1][13] output 61 aig_lit 60 dimacs_lit 30
rk[1][14] output 62 aig_lit 62 dimacs_lit 31
rk[1][15] output 63 aig_lit 64 dimacs_lit 32
rk[2][0] output 64 aig_lit 66 dimacs_lit 33
rk[2][1] output 65 aig_lit 68 dimacs_lit 34
rk[2][2] output 66 aig_lit 70 dimacs_lit 35
rk[2][3] output 67 aig_lit 72 dimacs_lit 36
rk[2][4] output 68 aig_lit 74 dimacs_lit 37
rk[2][5] output 69 aig_lit 76 dimacs_lit 38
rk[2][6] output 70 aig_lit 78 dimacs_lit 39
rk[2][7] output 71 aig_lit 80 dimacs_lit 40
rk[2][8] output 72 aig_lit 82 dimacs_lit 41
rk[2][9] output 73 aig_lit 84 dimacs_lit 42
rk[2][10] output 74 aig_lit 86 dimacs_lit 43
rk[2][11] output 75 aig_lit 88 dimacs_lit 44
rk[2][12] output 76 aig_lit 90 dimacs_lit 45
rk[2][13] output 77 aig_lit 92 dimacs_lit 46
rk[2][14] output 78 aig_lit 94 dimacs_lit 47
rk[2][15] output 79 aig_lit 96 dimacs_lit 48
rk[3][0] output 80 aig_lit 98 dimacs_lit 49
rk[3][1] output 81 aig_lit 100 dimacs_lit 50
rk[3][2] output 82 aig_lit 102 dimacs_lit 51
rk[3][3] output 83 aig_lit 104 dimacs_lit 52
rk[3][4] output 84 aig_lit 106 dimacs_lit 53
rk[3][5] output 85 aig_lit 108 dimacs_lit 54
rk[3][6] output 86 aig_lit 110 dimacs_lit 55
rk[3][7] output 87 aig_lit 112 dimacs_lit 56
rk[3][8] output 88 aig_lit 114 dimacs_lit 57
rk[3][9] output 89 aig_lit 116 dimacs_lit 58
rk[3][10] output 90 aig_lit 118 dimacs_lit 59
rk[3][11] output 91 aig_lit 120 dimacs_lit 60
rk[3][12] output 92 aig_lit 122 dimacs_lit 61
rk[3][13] output 93 aig_lit 124 dimacs_lit 62
rk[3][14] output 94 aig_lit 126 dimacs_lit 63
rk[3][15] output 95 aig_lit 128 dimacs_lit 64
rk[4][0] output 96 aig_lit 870 dimacs_lit 435
rk[4][1] output 97 aig_lit 1116 dimacs_lit 558
rk[4][2] output 98 aig_lit 1062 dimacs_lit 531
rk[4][3] output 99 aig_lit 432 dimacs_lit 216
rk[4][4] output 100 aig_lit 390 dimacs_lit 195
rk[4][5] output 101 aig_lit 366 dimacs_lit 183
rk[4][6] output 102 aig_lit 510 dimacs_lit 255
rk[4][7] output 103 aig_lit 882 dimacs_lit 441
rk[4][8] output 104 aig_lit 216 dimacs_lit 108
rk[4][9] output 105 aig_lit 240 dimacs_lit 120
rk[4][10] output 106 aig_lit 282 dimacs_lit 141
rk[4][11] output 107 aig_lit 582 dimacs_lit 291
rk[4][12] output 108 aig_lit 666 dimacs_lit 333
rk[4][13] output 109 aig_lit 756 dimacs_lit 378
rk[4][14] output 110 aig_lit 343 dimacs_lit -171
rk[4][15] output 111 aig_lit 492 dimacs_lit 246
rk[5][0] output 112 aig_lit 774 dimacs_lit 387
rk[5][1] output 113 aig_lit 955 dimacs_lit -477
rk[5][2] output 114 aig_lit 2653 dimacs_lit -1326
rk[5][3] output 115 aig_lit 3272 dimacs_lit 1636
rk[5][4] output 116 aig_lit 1194 dimacs_lit 597
rk[5][5] output 117 aig_lit 1134 dimacs_lit 567
rk[5][6] output 118 aig_lit 1080 dimacs_lit 540
rk[5][7] output 119 aig_lit 450 dimacs_lit 225
rk[5][8] output 120 aig_lit 408 dimacs_lit 204
rk[5][9] output 121 aig_lit 528 dimacs_lit 264
rk[5][10] output 122 aig_lit 900 dimacs_lit 450
rk[5][11] output 123 aig_lit 1260 dimacs_lit 630
rk[5][12] output 124 aig_lit 258 dimacs_lit 129
rk[5][13] output 125 aig_lit 300 dimacs_lit 150
rk[5][14] output 126 aig_lit 601 dimacs_lit -300
rk[5][15] output 127 aig_lit 684 dimacs_lit 342
rk[6][0] output 128 aig_lit 318 dimacs_lit 159
rk[6][1] output 129 aig_lit 619 dimacs_lit -309
rk[6][2] output 130 aig_lit 703 dimacs_lit -351
rk[6][3] output 131 aig_lit 792 dimacs_lit 396
rk[6][4] output 132 aig_lit 973 dimacs_lit -486
rk[6][5] output 133 aig_lit 3150 dimacs_lit 1575
rk[6][6] output 134 aig_lit 3371 dimacs_lit -1685
rk[6][7] output 135 aig_lit 3388 dimacs_lit 1694
rk[6][8] output 136 aig_lit 1212 dimacs_lit 606
rk[6][9] output 137 aig_lit 1152 dimacs_lit 576
rk[6][10] output 138 aig_lit 1098 dimacs_lit 549
rk[6][11] output 139 aig_lit 468 dimacs_lit 234
rk[6][12] output 140 aig_lit 546 dimacs_lit 273
rk[6][13] output 141 aig_lit 918 dimacs_lit 459
rk[6][14] output 142 aig_lit 1279 dimacs_lit -639
rk[6][15] output 143 aig_lit 1296 dimacs_lit 648
rk[7][0] output 144 aig_lit 936 dimacs_lit 468
rk[7][1] output 145 aig_lit 3261 dimacs_lit -1630
rk[7][2] output 146 aig_lit 1315 dimacs_lit -657
rk[7][3] output 147 aig_lit 4090 dimacs_lit 2045
rk[7][4] output 148 aig_lit 643 dimacs_lit -321
rk[7][5] output 149 aig_lit 720 dimacs_lit 360
rk[7][6] output 150 aig_lit 811 dimacs_lit -405
rk[7][7] output 151 aig_lit 991 dimacs_lit -495
rk[7][8] output 152 aig_lit 3169 dimacs_lit -1584
rk[7][9] output 153 aig_lit 4013 dimacs_lit -2006
rk[7][10] output 154 aig_lit 3407 dimacs_lit -1703
rk[7][11] output 155 aig_lit 3424 dimacs_lit 1712
rk[7][12] output 156 aig_lit 1230 dimacs_lit 615
rk[7][13] output 157 aig_lit 1170 dimacs_lit 585
rk[7][14] output 158 aig_lit 4060 dimacs_lit 2030
rk[7][15] output 159 aig_lit 565 dimacs_lit -282
rk[8][0] output 160 aig_lit 1249 dimacs_lit -624
rk[8][1] output 161 aig_lit 4395 dimacs_lit -2197
rk[8][2] output 162 aig_lit 4079 dimacs_lit -2039
rk[8][3] output 163 aig_lit 3841 dimacs_lit -1920
rk[8][4] output 164 aig_lit 3503 dimacs_lit -1751
rk[8][5] output 165 aig_lit 4229 dimacs_lit -2114
rk[8][6] output 166 aig_lit 4529 dimacs_lit -2264
rk[8][7] output 167 aig_lit 4437 dimacs_lit -2218
rk[8][8] output 168 aig_lit 739 dimacs_lit -369
rk[8][9] output 169 aig_lit 829 dimacs_lit -414
rk[8][10] output 170 aig_lit 1009 dimacs_lit -504
rk[8][11] output 171 aig_lit 4347 dimacs_lit -2173
rk[8][12] output 172 aig_lit 4311 dimacs_lit -2155
rk[8][13] output 173 aig_lit 4031 dimacs_lit -2015
rk[8][14] output 174 aig_lit 3442 dimacs_lit 1721
rk[8][15] output 175 aig_lit 3461 dimacs_lit -1730
rk[9][0] output 176 aig_lit 4329 dimacs_lit -2164
rk[9][1] output 177 aig_lit 4049 dimacs_lit -2024
rk[9][2] output 178 aig_lit 3478 dimacs_lit 1739
rk[9][3] output 179 aig_lit 4817 dimacs_lit -2408
rk[9][4] output 180 aig_lit 4667 dimacs_lit -2333
rk[9][5] output 181 aig_lit 4419 dimacs_lit -2209
rk[9][6] output 182 aig_lit 4963 dimacs_lit -2481
rk[9][7] output 183 aig_lit 5177 dimacs_lit -2588
rk[9][8] output 184 aig_lit 4253 dimacs_lit -2126
rk[9][9] output 185 aig_lit 5063 dimacs_lit -2531
rk[9][10] output 186 aig_lit 4883 dimacs_lit -2441
rk[9][11] output 187 aig_lit 4765 dimacs_lit -2382
rk[9][12] output 188 aig_lit 847 dimacs_lit -423
rk[9][13] output 189 aig_lit 1027 dimacs_lit -513
rk[9][14] output 190 aig_lit 4921 dimacs_lit -2460
rk[9][15] output 191 aig_lit 4364 dimacs_lit 2182
rk[10][0] output 192 aig_lit 1045 dimacs_lit -522
rk[10][1] output 193 aig_lit 5676 dimacs_lit 2838
rk[10][2] output 194 aig_lit 4938 dimacs_lit 2469
rk[10][3] output 195 aig_lit 4383 dimacs_lit -2191
rk[10][4] output 196 aig_lit 5122 dimacs_lit 2561
rk[10][5] output 197 aig_lit 5147 dimacs_lit -2573
rk[10][6] output 198 aig_lit 5769 dimacs_lit -2884
rk[10][7] output 199 aig_lit 6007 dimacs_lit -3003
rk[10][8] output 200 aig_lit 5443 dimacs_lit -2721
rk[10][9] output 201 aig_lit 4987 dimacs_lit -2493
rk[10][10] output 202 aig_lit 5195 dimacs_lit -2597
rk[10][11] output 203 aig_lit 5639 dimacs_lit -2819
rk[10][12] output 204 aig_lit 5861 dimacs_lit -2930
rk[10][13] output 205 aig_lit 5081 dimacs_lit -2540
rk[10][14] output 206 aig_lit 5044 dimacs_lit 2522
rk[10][15] output 207 aig_lit 5383 dimacs_lit -2691
rk[11][0] output 208 aig_lit 6077 dimacs_lit -3038
rk[11][1] output 209 aig_lit 5098 dimacs_lit 2549
rk[11][2] output 210 aig_lit 5400 dimacs_lit 2700
rk[11][3] output 211 aig_lit 5527 dimacs_lit -2763
rk[11][4] output 212 aig_lit 5914 dimacs_lit 2957
rk[11][5] output 213 aig_lit 6113 dimacs_lit -3056
rk[11][6] output 214 aig_lit 6358 dimacs_lit 3179
rk[11][7] output 215 aig_lit 6430 dimacs_lit 3215
rk[11][8] output 216 aig_lit 5164 dimacs_lit 2582
rk[11][9] output 217 aig_lit 5787 dimacs_lit -2893
rk[11][10] output 218 aig_lit 6025 dimacs_lit -3012
rk[11][11] output 219 aig_lit 6205 dimacs_lit -3102
rk[11][12] output 220 aig_lit 5461 dimacs_lit -2730
rk[11][13] output 221 aig_lit 5485 dimacs_lit -2742
rk[11][14] output 222 aig_lit 5824 dimacs_lit 2912
rk[11][15] output 223 aig_lit 5879 dimacs_lit -2939
rk[12][0] output 224 aig_lit 5502 dimacs_lit 2751
rk[12][1] output 225 aig_lit 5842 dimacs_lit 2921
rk[12][2] output 226 aig_lit 5897 dimacs_lit -2948
rk[12][3] output 227 aig_lit 6094 dimacs_lit 3047
rk[12][4] output 228 aig_lit 6394 dimacs_lit 3197
rk[12][5] output 229 aig_lit 6419 dimacs_lit -3209
rk[12][6] output 230 aig_lit 6528 dimacs_lit 3264
rk[12][7] output 231 aig_lit 6586 dimacs_lit 3293
rk[12][8] output 232 aig_lit 6678 dimacs_lit 3339
rk[12][9] output 233 aig_lit 6702 dimacs_lit 3351
rk[12][10] output 234 aig_lit 6755 dimacs_lit -3377
rk[12][11] output 235 aig_lit 6779 dimacs_lit -3389
rk[12][12] output 236 aig_lit 6830 dimacs_lit 3415
rk[12][13] output 237 aig_lit 6869 dimacs_lit -3434
rk[12][14] output 238 aig_lit 6892 dimacs_lit 3446
rk[12][15] output 239 aig_lit 6925 dimacs_lit -3462
