# Map for SIMON32/64, rounds=10, blocks=8, with_rk
# Format: name output_index

# Ciphertext outputs
ct[2][0][14] output 78
ct[2][0][15] output 79
ct[2][1][0] output 80
ct[2][1][1] output 81
ct[2][1][2] output 82
ct[2][1][3] output 83
ct[2][1][4] output 84
ct[2][1][5] output 85
ct[2][1][6] output 86
ct[2][1][7] output 87
ct[2][1][8] output 88
ct[2][1][9] output 89
ct[2][1][10] output 90
ct[2][1][11] output 91
ct[2][1][12] output 92
ct[2][1][13] output 93
ct[2][1][14] output 94
ct[2][1][15] output 95
ct[3][0][0] output 96
ct[3][0][1] output 97
ct[3][0][2] output 98
ct[3][0][3] output 99
ct[3][0][4] output 100
ct[3][0][5] output 101
ct[3][0][6] output 102
ct[3][0][7] output 103
ct[3][0][8] output 104
ct[3][0][9] output 105
ct[3][0][10] output 106
ct[3][0][11] output 107
ct[3][0][12] output 108
ct[3][0][13] output 109
ct[3][0][14] output 110
ct[3][0][15] output 111
ct[3][1][0] output 112
ct[3][1][1] output 113
ct[3][1][2] output 114
ct[3][1][3] output 115
ct[3][1][4] output 116
ct[3][1][5] output 117
ct[3][1][6] output 118
ct[3][1][7] output 119
ct[3][1][8] output 120
ct[3][1][9] output 121
ct[3][1][10] output 122
ct[3][1][11] output 123
ct[3][1][12] output 124
ct[3][1][13] output 125
ct[3][1][14] output 126
ct[3][1][15] output 127
ct[4][0][0] output 128
ct[4][0][1] output 129
ct[4][0][2] output 130
ct[4][0][3] output 131
ct[4][0][4] output 132
ct[4][0][5] output 133
ct[4][0][6] output 134
ct[4][0][7] output 135
ct[4][0][8] output 136
ct[4][0][9] output 137
ct[4][0][10] output 138
ct[4][0][11] output 139
ct[4][0][12] output 140
ct[4][0][13] output 141
ct[4][0][14] output 142
ct[4][0][15] output 143
ct[4][1][0] output 144
ct[4][1][1] output 145
ct[4][1][2] output 146
ct[4][1][3] output 147
ct[4][1][4] output 148
ct[4][1][5] output 149
ct[4][1][6] output 150
ct[4][1][7] output 151
ct[4][1][8] output 152
ct[4][1][9] output 153
ct[4][1][10] output 154
ct[4][1][11] output 155
ct[4][1][12] output 156
ct[4][1][13] output 157
ct[4][1][14] output 158
ct[4][1][15] output 159
ct[5][0][0] output 160
ct[5][0][1] output 161
ct[5][0][2] output 162
ct[5][0][3] output 163
ct[5][0][4] output 164
ct[5][0][5] output 165
ct[5][0][6] output 166
ct[5][0][7] output 167
ct[5][0][8] output 168
ct[5][0][9] output 169
ct[5][0][10] output 170
ct[5][0][11] output 171
ct[5][0][12] output 172
ct[5][0][13] output 173
ct[5][0][14] output 174
ct[5][0][15] output 175
ct[5][1][0] output 176
ct[5][1][1] output 177
ct[5][1][2] output 178
ct[5][1][3] output 179
ct[5][1][4] output 180
ct[5][1][5] output 181
ct[5][1][6] output 182
ct[5][1][7] output 183
ct[5][1][8] output 184
ct[5][1][9] output 185
ct[5][1][10] output 186
ct[5][1][11] output 187
ct[5][1][12] output 188
ct[5][1][13] output 189
ct[5][1][14] output 190
ct[5][1][15] output 191
ct[6][0][0] output 192
ct[6][0][1] output 193
ct[6][0][2] output 194
ct[6][0][3] output 195
ct[6][0][4] output 196
ct[6][0][5] output 197
ct[6][0][6] output 198
ct[6][0][7] output 199
ct[6][0][8] output 200
ct[6][0][9] output 201
ct[6][0][10] output 202
ct[6][0][11] output 203
ct[6][0][12] output 204
ct[6][0][13] output 205
ct[6][0][14] output 206
ct[6][0][15] output 207
ct[6][1][0] output 208
ct[6][1][1] output 209
ct[6][1][2] output 210
ct[6][1][3] output 211
ct[6][1][4] output 212
ct[6][1][5] output 213
ct[6][1][6] output 214
ct[6][1][7] output 215
ct[6][1][8] output 216
ct[6][1][9] output 217
ct[6][1][10] output 218
ct[6][1][11] output 219
ct[6][1][12] output 220
ct[6][1][13] output 221
ct[6][1][14] output 222
ct[6][1][15] output 223
ct[7][0][0] output 224
ct[7][0][1] output 225
ct[7][0][2] output 226
ct[7][0][3] output 227
ct[7][0][4] output 228
ct[7][0][5] output 229
ct[7][0][6] output 230
ct[7][0][7] output 231
ct[7][0][8] output 232
ct[7][0][9] output 233
ct[7][0][10] output 234
ct[7][0][11] output 235
ct[7][0][12] output 236
ct[7][0][13] output 237
ct[7][0][14] output 238
ct[7][0][15] output 239
ct[7][1][0] output 240
ct[7][1][1] output 241
ct[7][1][2] output 242
ct[7][1][3] output 243
ct[7][1][4] output 244
ct[7][1][5] output 245
ct[7][1][6] output 246
ct[7][1][7] output 247
ct[7][1][8] output 248
ct[7][1][9] output 249
ct[7][1][10] output 250
ct[7][1][11] output 251
ct[7][1][12] output 252
ct[7][1][13] output 253
ct[7][1][14] output 254
ct[7][1][15] output 255

# Round key outputs
rk[0][0] output 256
rk[0][1] output 257
rk[0][2] output 258
rk[0][3] output 259
rk[0][4] output 260
rk[0][5] output 261
rk[0][6] output 262
rk[0][7] output 263
rk[0][8] output 264
rk[0][9] output 265
rk[0][10] output 266
rk[0][11] output 267
rk[0][12] output 268
rk[0][13] output 269
rk[0][14] output 270
rk[0][15] output 271
rk[1][0] output 272
rk[1][1] output 273
rk[1][2] output 274
rk[1][3] output 275
rk[1][4] output 276
rk[1][5] output 277
rk[1][6] output 278
rk[1][7] output 279
rk[1][8] output 280
rk[1][9] output 281
rk[1][10] output 282
rk[1][11] output 283
rk[1][12] output 284
rk[1][13] output 285
rk[1][14] output 286
rk[1][15] output 287
rk[2][0] output 288
rk[2][1] output 289
rk[2][2] output 290
rk[2][3] output 291
rk[2][4] output 292
rk[2][5] output 293
rk[2][6] output 294
rk[2][7] output 295
rk[2][8] output 296
rk[2][9] output 297
rk[2][10] output 298
rk[2][11] output 299
rk[2][12] output 300
rk[2][13] output 301
rk[2][14] output 302
rk[2][15] output 303
rk[3][0] output 304
rk[3][1] output 305
rk[3][2] output 306
rk[3][3] output 307
rk[3][4] output 308
rk[3][5] output 309
rk[3][6] output 310
rk[3][7] output 311
rk[3][8] output 312
rk[3][9] output 313
rk[3][10] output 314
rk[3][11] output 315
rk[3][12] output 316
rk[3][13] output 317
rk[3][14] output 318
rk[3][15] output 319
rk[4][0] output 320
rk[4][1] output 321
rk[4][2] output 322
rk[4][3] output 323
rk[4][4] output 324
rk[4][5] output 325
rk[4][6] output 326
rk[4][7] output 327
rk[4][8] output 328
rk[4][9] output 329
rk[4][10] output 330
rk[4][11] output 331
rk[4][12] output 332
rk[4][13] output 333
rk[4][14] output 334
rk[4][15] output 335
rk[5][0] output 336
rk[5][1] output 337
rk[5][2] output 338
rk[5][3] output 339
rk[5][4] output 340
rk[5][5] output 341
rk[5][6] output 342
rk[5][7] output 343
rk[5][8] output 344
rk[5][9] output 345
rk[5][10] output 346
rk[5][11] output 347
rk[5][12] output 348
rk[5][13] output 349
rk[5][14] output 350
rk[5][15] output 351
rk[6][0] output 352
rk[6][1] output 353
rk[6][2] output 354
rk[6][3] output 355
rk[6][4] output 356
rk[6][5] output 357
rk[6][6] output 358
rk[6][7] output 359
rk[6][8] output 360
rk[6][9] output 361
rk[6][10] output 362
rk[6][11] output 363
rk[6][12] output 364
rk[6][13] output 365
rk[6][14] output 366
rk[6][15] output 367
rk[7][0] output 368
rk[7][1] output 369
rk[7][2] output 370
rk[7][3] output 371
rk[7][4] output 372
rk[7][5] output 373
rk[7][6] output 374
rk[7][7] output 375
rk[7][8] output 376
rk[7][9] output 377
rk[7][10] output 378
rk[7][11] output 379
rk[7][12] output 380
rk[7][13] output 381
rk[7][14] output 382
rk[7][15] output 383
rk[8][0] output 384
rk[8][1] output 385
rk[8][2] output 386
rk[8][3] output 387
rk[8][4] output 388
rk[8][5] output 389
rk[8][6] output 390
rk[8][7] output 391
rk[8][8] output 392
rk[8][9] output 393
rk[8][10] output 394
rk[8][11] output 395
rk[8][12] output 396
rk[8][13] output 397
rk[8][14] output 398
rk[8][15] output 399
rk[9][0] output 400
rk[9][1] output 401
rk[9][2] output 402
rk[9][3] output 403
rk[9][4] output 404
rk[9][5] output 405
rk[9][6] output 406
rk[9][7] output 407
rk[9][8] output 408
rk[9][9] output 409
rk[9][10] output 410
rk[9][11] output 411
rk[9][12] output 412
rk[9][13] output 413
rk[9][14] output 414
rk[9][15] output 415
