# Combined map
# rounds=14, blocks=2
# Format:
# <name> input/output <index> aig_lit <aig_lit> dimacs_lit <dimacs_lit>

# Inputs
pt[1][0][9] input 105 aig_lit 212 dimacs_lit 106
pt[1][0][10] input 106 aig_lit 214 dimacs_lit 107
pt[1][0][11] input 107 aig_lit 216 dimacs_lit 108
pt[1][0][12] input 108 aig_lit 218 dimacs_lit 109
pt[1][0][13] input 109 aig_lit 220 dimacs_lit 110
pt[1][0][14] input 110 aig_lit 222 dimacs_lit 111
pt[1][0][15] input 111 aig_lit 224 dimacs_lit 112
pt[1][1][0] input 112 aig_lit 226 dimacs_lit 113
pt[1][1][1] input 113 aig_lit 228 dimacs_lit 114
pt[1][1][2] input 114 aig_lit 230 dimacs_lit 115
pt[1][1][3] input 115 aig_lit 232 dimacs_lit 116
pt[1][1][4] input 116 aig_lit 234 dimacs_lit 117
pt[1][1][5] input 117 aig_lit 236 dimacs_lit 118
pt[1][1][6] input 118 aig_lit 238 dimacs_lit 119
pt[1][1][7] input 119 aig_lit 240 dimacs_lit 120
pt[1][1][8] input 120 aig_lit 242 dimacs_lit 121
pt[1][1][9] input 121 aig_lit 244 dimacs_lit 122
pt[1][1][10] input 122 aig_lit 246 dimacs_lit 123
pt[1][1][11] input 123 aig_lit 248 dimacs_lit 124
pt[1][1][12] input 124 aig_lit 250 dimacs_lit 125
pt[1][1][13] input 125 aig_lit 252 dimacs_lit 126
pt[1][1][14] input 126 aig_lit 254 dimacs_lit 127
pt[1][1][15] input 127 aig_lit 256 dimacs_lit 128

# Outputs
ct[0][0][0] output 0 aig_lit 6181 dimacs_lit -3090
ct[0][0][1] output 1 aig_lit 6521 dimacs_lit -3260
ct[0][0][2] output 2 aig_lit 6737 dimacs_lit -3368
ct[0][0][3] output 3 aig_lit 6917 dimacs_lit -3458
ct[0][0][4] output 4 aig_lit 7073 dimacs_lit -3536
ct[0][0][5] output 5 aig_lit 7183 dimacs_lit -3591
ct[0][0][6] output 6 aig_lit 7241 dimacs_lit -3620
ct[0][0][7] output 7 aig_lit 7299 dimacs_lit -3649
ct[0][0][8] output 8 aig_lit 7357 dimacs_lit -3678
ct[0][0][9] output 9 aig_lit 7395 dimacs_lit -3697
ct[0][0][10] output 10 aig_lit 7433 dimacs_lit -3716
ct[0][0][11] output 11 aig_lit 7471 dimacs_lit -3735
ct[0][0][12] output 12 aig_lit 7509 dimacs_lit -3754
ct[0][0][13] output 13 aig_lit 7547 dimacs_lit -3773
ct[0][0][14] output 14 aig_lit 7585 dimacs_lit -3792
ct[0][0][15] output 15 aig_lit 7617 dimacs_lit -3808
ct[0][1][0] output 16 aig_lit 7318 dimacs_lit 3659
ct[0][1][1] output 17 aig_lit 6015 dimacs_lit -3007
ct[0][1][2] output 18 aig_lit 5573 dimacs_lit -2786
ct[0][1][3] output 19 aig_lit 6373 dimacs_lit -3186
ct[0][1][4] output 20 aig_lit 6719 dimacs_lit -3359
ct[0][1][5] output 21 aig_lit 6865 dimacs_lit -3432
ct[0][1][6] output 22 aig_lit 7037 dimacs_lit -3518
ct[0][1][7] output 23 aig_lit 7125 dimacs_lit -3562
ct[0][1][8] output 24 aig_lit 6077 dimacs_lit -3038
ct[0][1][9] output 25 aig_lit 6501 dimacs_lit -3250
ct[0][1][10] output 26 aig_lit 6659 dimacs_lit -3329
ct[0][1][11] output 27 aig_lit 6897 dimacs_lit -3448
ct[0][1][12] output 28 aig_lit 6976 dimacs_lit 3488
ct[0][1][13] output 29 aig_lit 7145 dimacs_lit -3572
ct[0][1][14] output 30 aig_lit 7202 dimacs_lit 3601
ct[0][1][15] output 31 aig_lit 7278 dimacs_lit 3639
ct[1][0][0] output 32 aig_lit 11176 dimacs_lit 5588
ct[1][0][1] output 33 aig_lit 11396 dimacs_lit 5698
ct[1][0][2] output 34 aig_lit 11517 dimacs_lit -5758
ct[1][0][3] output 35 aig_lit 11637 dimacs_lit -5818
ct[1][0][4] output 36 aig_lit 11756 dimacs_lit 5878
ct[1][0][5] output 37 aig_lit 11837 dimacs_lit -5918
ct[1][0][6] output 38 aig_lit 11876 dimacs_lit 5938
ct[1][0][7] output 39 aig_lit 11917 dimacs_lit -5958
ct[1][0][8] output 40 aig_lit 11956 dimacs_lit 5978
ct[1][0][9] output 41 aig_lit 11976 dimacs_lit 5988
ct[1][0][10] output 42 aig_lit 11997 dimacs_lit -5998
ct[1][0][11] output 43 aig_lit 12017 dimacs_lit -6008
ct[1][0][12] output 44 aig_lit 12037 dimacs_lit -6018
ct[1][0][13] output 45 aig_lit 12057 dimacs_lit -6028
ct[1][0][14] output 46 aig_lit 12077 dimacs_lit -6038
ct[1][0][15] output 47 aig_lit 12097 dimacs_lit -6048
ct[1][1][0] output 48 aig_lit 11936 dimacs_lit 5968
ct[1][1][1] output 49 aig_lit 10977 dimacs_lit -5488
ct[1][1][2] output 50 aig_lit 11164 dimacs_lit 5582
ct[1][1][3] output 51 aig_lit 11384 dimacs_lit 5692
ct[1][1][4] output 52 aig_lit 11504 dimacs_lit 5752
ct[1][1][5] output 53 aig_lit 11624 dimacs_lit 5812
ct[1][1][6] output 54 aig_lit 11744 dimacs_lit 5872
ct[1][1][7] output 55 aig_lit 11825 dimacs_lit -5912
ct[1][1][8] output 56 aig_lit 11076 dimacs_lit 5538
ct[1][1][9] output 57 aig_lit 11317 dimacs_lit -5658
ct[1][1][10] output 58 aig_lit 11457 dimacs_lit -5728
ct[1][1][11] output 59 aig_lit 11576 dimacs_lit 5788
ct[1][1][12] output 60 aig_lit 11697 dimacs_lit -5848
ct[1][1][13] output 61 aig_lit 11797 dimacs_lit -5898
ct[1][1][14] output 62 aig_lit 11857 dimacs_lit -5928
ct[1][1][15] output 63 aig_lit 11897 dimacs_lit -5948
rk[0][0] output 64 aig_lit 2 dimacs_lit 1
rk[0][1] output 65 aig_lit 4 dimacs_lit 2
rk[0][2] output 66 aig_lit 6 dimacs_lit 3
rk[0][3] output 67 aig_lit 8 dimacs_lit 4
rk[0][4] output 68 aig_lit 10 dimacs_lit 5
rk[0][5] output 69 aig_lit 12 dimacs_lit 6
rk[0][6] output 70 aig_lit 14 dimacs_lit 7
rk[0][7] output 71 aig_lit 16 dimacs_lit 8
rk[0][8] output 72 aig_lit 18 dimacs_lit 9
rk[0][9] output 73 aig_lit 20 dimacs_lit 10
rk[0][10] output 74 aig_lit 22 dimacs_lit 11
rk[0][11] output 75 aig_lit 24 dimacs_lit 12
rk[0][12] output 76 aig_lit 26 dimacs_lit 13
rk[0][13] output 77 aig_lit 28 dimacs_lit 14
rk[0][14] output 78 aig_lit 30 dimacs_lit 15
rk[0][15] output 79 aig_lit 32 dimacs_lit 16
rk[1][0] output 80 aig_lit 34 dimacs_lit 17
rk[1][1] output 81 aig_lit 36 dimacs_lit 18
rk[1][2] output 82 aig_lit 38 dimacs_lit 19
rk[1][3] output 83 aig_lit 40 dimacs_lit 20
rk[1][4] output 84 aig_lit 42 dimacs_lit 21
rk[1][5] output 85 aig_lit 44 dimacs_lit 22
rk[1][6] output 86 aig_lit 46 dimacs_lit 23
rk[1][7] output 87 aig_lit 48 dimacs_lit 24
rk[1][8] output 88 aig_lit 50 dimacs_lit 25
rk[1][9] output 89 aig_lit 52 dimacs_lit 26
rk[1][10] output 90 aig_lit 54 dimacs_lit 27
rk[1][11] output 91 aig_lit 56 dimacs_lit 28
rk[1][12] output 92 aig_lit 58 dimacs_lit 29
rk[1][13] output 93 aig_lit 60 dimacs_lit 30
rk[1][14] output 94 aig_lit 62 dimacs_lit 31
rk[1][15] output 95 aig_lit 64 dimacs_lit 32
rk[2][0] output 96 aig_lit 66 dimacs_lit 33
rk[2][1] output 97 aig_lit 68 dimacs_lit 34
rk[2][2] output 98 aig_lit 70 dimacs_lit 35
rk[2][3] output 99 aig_lit 72 dimacs_lit 36
rk[2][4] output 100 aig_lit 74 dimacs_lit 37
rk[2][5] output 101 aig_lit 76 dimacs_lit 38
rk[2][6] output 102 aig_lit 78 dimacs_lit 39
rk[2][7] output 103 aig_lit 80 dimacs_lit 40
rk[2][8] output 104 aig_lit 82 dimacs_lit 41
rk[2][9] output 105 aig_lit 84 dimacs_lit 42
rk[2][10] output 106 aig_lit 86 dimacs_lit 43
rk[2][11] output 107 aig_lit 88 dimacs_lit 44
rk[2][12] output 108 aig_lit 90 dimacs_lit 45
rk[2][13] output 109 aig_lit 92 dimacs_lit 46
rk[2][14] output 110 aig_lit 94 dimacs_lit 47
rk[2][15] output 111 aig_lit 96 dimacs_lit 48
rk[3][0] output 112 aig_lit 98 dimacs_lit 49
rk[3][1] output 113 aig_lit 100 dimacs_lit 50
rk[3][2] output 114 aig_lit 102 dimacs_lit 51
rk[3][3] output 115 aig_lit 104 dimacs_lit 52
rk[3][4] output 116 aig_lit 106 dimacs_lit 53
rk[3][5] output 117 aig_lit 108 dimacs_lit 54
rk[3][6] output 118 aig_lit 110 dimacs_lit 55
rk[3][7] output 119 aig_lit 112 dimacs_lit 56
rk[3][8] output 120 aig_lit 114 dimacs_lit 57
rk[3][9] output 121 aig_lit 116 dimacs_lit 58
rk[3][10] output 122 aig_lit 118 dimacs_lit 59
rk[3][11] output 123 aig_lit 120 dimacs_lit 60
rk[3][12] output 124 aig_lit 122 dimacs_lit 61
rk[3][13] output 125 aig_lit 124 dimacs_lit 62
rk[3][14] output 126 aig_lit 126 dimacs_lit 63
rk[3][15] output 127 aig_lit 128 dimacs_lit 64
rk[4][0] output 128 aig_lit 808 dimacs_lit 404
rk[4][1] output 129 aig_lit 904 dimacs_lit 452
rk[4][2] output 130 aig_lit 280 dimacs_lit 140
rk[4][3] output 131 aig_lit 364 dimacs_lit 182
rk[4][4] output 132 aig_lit 388 dimacs_lit 194
rk[4][5] output 133 aig_lit 430 dimacs_lit 215
rk[4][6] output 134 aig_lit 490 dimacs_lit 245
rk[4][7] output 135 aig_lit 1132 dimacs_lit 566
rk[4][8] output 136 aig_lit 682 dimacs_lit 341
rk[4][9] output 137 aig_lit 706 dimacs_lit 353
rk[4][10] output 138 aig_lit 748 dimacs_lit 374
rk[4][11] output 139 aig_lit 1000 dimacs_lit 500
rk[4][12] output 140 aig_lit 1462 dimacs_lit 731
rk[4][13] output 141 aig_lit 568 dimacs_lit 284
rk[4][14] output 142 aig_lit 305 dimacs_lit -152
rk[4][15] output 143 aig_lit 328 dimacs_lit 164
rk[5][0] output 144 aig_lit 1684 dimacs_lit 842
rk[5][1] output 145 aig_lit 587 dimacs_lit -293
rk[5][2] output 146 aig_lit 347 dimacs_lit -173
rk[5][3] output 147 aig_lit 826 dimacs_lit 413
rk[5][4] output 148 aig_lit 922 dimacs_lit 461
rk[5][5] output 149 aig_lit 1048 dimacs_lit 524
rk[5][6] output 150 aig_lit 604 dimacs_lit 302
rk[5][7] output 151 aig_lit 406 dimacs_lit 203
rk[5][8] output 152 aig_lit 448 dimacs_lit 224
rk[5][9] output 153 aig_lit 508 dimacs_lit 254
rk[5][10] output 154 aig_lit 1150 dimacs_lit 575
rk[5][11] output 155 aig_lit 1222 dimacs_lit 611
rk[5][12] output 156 aig_lit 724 dimacs_lit 362
rk[5][13] output 157 aig_lit 766 dimacs_lit 383
rk[5][14] output 158 aig_lit 1019 dimacs_lit -509
rk[5][15] output 159 aig_lit 1480 dimacs_lit 740
rk[6][0] output 160 aig_lit 784 dimacs_lit 392
rk[6][1] output 161 aig_lit 1037 dimacs_lit -518
rk[6][2] output 162 aig_lit 1499 dimacs_lit -749
rk[6][3] output 163 aig_lit 1750 dimacs_lit 875
rk[6][4] output 164 aig_lit 1703 dimacs_lit -851
rk[6][5] output 165 aig_lit 868 dimacs_lit 434
rk[6][6] output 166 aig_lit 845 dimacs_lit -422
rk[6][7] output 167 aig_lit 940 dimacs_lit 470
rk[6][8] output 168 aig_lit 1066 dimacs_lit 533
rk[6][9] output 169 aig_lit 1510 dimacs_lit 755
rk[6][10] output 170 aig_lit 622 dimacs_lit 311
rk[6][11] output 171 aig_lit 466 dimacs_lit 233
rk[6][12] output 172 aig_lit 526 dimacs_lit 263
rk[6][13] output 173 aig_lit 1168 dimacs_lit 584
rk[6][14] output 174 aig_lit 1241 dimacs_lit -620
rk[6][15] output 175 aig_lit 1354 dimacs_lit 677
rk[7][0] output 176 aig_lit 1186 dimacs_lit 593
rk[7][1] output 177 aig_lit 1259 dimacs_lit -629
rk[7][2] output 178 aig_lit 1373 dimacs_lit -686
rk[7][3] output 179 aig_lit 1582 dimacs_lit 791
rk[7][4] output 180 aig_lit 1799 dimacs_lit -899
rk[7][5] output 181 aig_lit 4362 dimacs_lit 2181
rk[7][6] output 182 aig_lit 3973 dimacs_lit -1986
rk[7][7] output 183 aig_lit 3795 dimacs_lit -1897
rk[7][8] output 184 aig_lit 3765 dimacs_lit -1882
rk[7][9] output 185 aig_lit 887 dimacs_lit -443
rk[7][10] output 186 aig_lit 959 dimacs_lit -479
rk[7][11] output 187 aig_lit 1084 dimacs_lit 542
rk[7][12] output 188 aig_lit 1528 dimacs_lit 764
rk[7][13] output 189 aig_lit 1714 dimacs_lit 857
rk[7][14] output 190 aig_lit 640 dimacs_lit 320
rk[7][15] output 191 aig_lit 545 dimacs_lit -272
rk[8][0] output 192 aig_lit 1763 dimacs_lit -881
rk[8][1] output 193 aig_lit 1733 dimacs_lit -866
rk[8][2] output 194 aig_lit 659 dimacs_lit -329
rk[8][3] output 195 aig_lit 1205 dimacs_lit -602
rk[8][4] output 196 aig_lit 1277 dimacs_lit -638
rk[8][5] output 197 aig_lit 1391 dimacs_lit -695
rk[8][6] output 198 aig_lit 1601 dimacs_lit -800
rk[8][7] output 199 aig_lit 4491 dimacs_lit -2245
rk[8][8] output 200 aig_lit 4669 dimacs_lit -2334
rk[8][9] output 201 aig_lit 4651 dimacs_lit -2325
rk[8][10] output 202 aig_lit 4591 dimacs_lit -2295
rk[8][11] output 203 aig_lit 4433 dimacs_lit -2216
rk[8][12] output 204 aig_lit 4119 dimacs_lit -2059
rk[8][13] output 205 aig_lit 977 dimacs_lit -488
rk[8][14] output 206 aig_lit 1102 dimacs_lit 551
rk[8][15] output 207 aig_lit 1547 dimacs_lit -773
rk[9][0] output 208 aig_lit 5219 dimacs_lit -2609
rk[9][1] output 209 aig_lit 1121 dimacs_lit -560
rk[9][2] output 210 aig_lit 1564 dimacs_lit 782
rk[9][3] output 211 aig_lit 4323 dimacs_lit -2161
rk[9][4] output 212 aig_lit 1781 dimacs_lit -890
rk[9][5] output 213 aig_lit 5161 dimacs_lit -2580
rk[9][6] output 214 aig_lit 1319 dimacs_lit -659
rk[9][7] output 215 aig_lit 1295 dimacs_lit -647
rk[9][8] output 216 aig_lit 1409 dimacs_lit -704
rk[9][9] output 217 aig_lit 1619 dimacs_lit -809
rk[9][10] output 218 aig_lit 4509 dimacs_lit -2254
rk[9][11] output 219 aig_lit 4741 dimacs_lit -2370
rk[9][12] output 220 aig_lit 4687 dimacs_lit -2343
rk[9][13] output 221 aig_lit 4705 dimacs_lit -2352
rk[9][14] output 222 aig_lit 4609 dimacs_lit -2304
rk[9][15] output 223 aig_lit 4566 dimacs_lit 2283
rk[10][0] output 224 aig_lit 4723 dimacs_lit -2361
rk[10][1] output 225 aig_lit 5530 dimacs_lit 2765
rk[10][2] output 226 aig_lit 4626 dimacs_lit 2313
rk[10][3] output 227 aig_lit 5799 dimacs_lit -2899
rk[10][4] output 228 aig_lit 5236 dimacs_lit 2618
rk[10][5] output 229 aig_lit 4801 dimacs_lit -2400
rk[10][6] output 230 aig_lit 5395 dimacs_lit -2697
rk[10][7] output 231 aig_lit 5419 dimacs_lit -2709
rk[10][8] output 232 aig_lit 5747 dimacs_lit -2873
rk[10][9] output 233 aig_lit 5973 dimacs_lit -2986
rk[10][10] output 234 aig_lit 1337 dimacs_lit -668
rk[10][11] output 235 aig_lit 1427 dimacs_lit -713
rk[10][12] output 236 aig_lit 1637 dimacs_lit -818
rk[10][13] output 237 aig_lit 5591 dimacs_lit -2795
rk[10][14] output 238 aig_lit 5884 dimacs_lit 2942
rk[10][15] output 239 aig_lit 4759 dimacs_lit -2379
rk[11][0] output 240 aig_lit 5609 dimacs_lit -2804
rk[11][1] output 241 aig_lit 6384 dimacs_lit 3192
rk[11][2] output 242 aig_lit 5902 dimacs_lit 2951
rk[11][3] output 243 aig_lit 4777 dimacs_lit -2388
rk[11][4] output 244 aig_lit 5548 dimacs_lit 2774
rk[11][5] output 245 aig_lit 6039 dimacs_lit -3019
rk[11][6] output 246 aig_lit 6476 dimacs_lit 3238
rk[11][7] output 247 aig_lit 6634 dimacs_lit 3317
rk[11][8] output 248 aig_lit 6108 dimacs_lit 3054
rk[11][9] output 249 aig_lit 5941 dimacs_lit -2970
rk[11][10] output 250 aig_lit 5437 dimacs_lit -2718
rk[11][11] output 251 aig_lit 6199 dimacs_lit -3099
rk[11][12] output 252 aig_lit 6533 dimacs_lit -3266
rk[11][13] output 253 aig_lit 5991 dimacs_lit -2995
rk[11][14] output 254 aig_lit 1444 dimacs_lit 722
rk[11][15] output 255 aig_lit 1655 dimacs_lit -827
rk[12][0] output 256 aig_lit 6748 dimacs_lit 3374
rk[12][1] output 257 aig_lit 6008 dimacs_lit 3004
rk[12][2] output 258 aig_lit 1673 dimacs_lit -836
rk[12][3] output 259 aig_lit 6252 dimacs_lit 3126
rk[12][4] output 260 aig_lit 6712 dimacs_lit 3356
rk[12][5] output 261 aig_lit 6785 dimacs_lit -3392
rk[12][6] output 262 aig_lit 7030 dimacs_lit 3515
rk[12][7] output 263 aig_lit 7084 dimacs_lit 3542
rk[12][8] output 264 aig_lit 6056 dimacs_lit 3028
rk[12][9] output 265 aig_lit 6494 dimacs_lit 3247
rk[12][10] output 266 aig_lit 6653 dimacs_lit -3326
rk[12][11] output 267 aig_lit 6877 dimacs_lit -3438
rk[12][12] output 268 aig_lit 6132 dimacs_lit 3066
rk[12][13] output 269 aig_lit 6157 dimacs_lit -3078
rk[12][14] output 270 aig_lit 6216 dimacs_lit 3108
rk[12][15] output 271 aig_lit 6551 dimacs_lit -3275
rk[13][0] output 272 aig_lit 6174 dimacs_lit 3087
rk[13][1] output 273 aig_lit 6235 dimacs_lit -3117
rk[13][2] output 274 aig_lit 6569 dimacs_lit -3284
rk[13][3] output 275 aig_lit 6767 dimacs_lit -3383
rk[13][4] output 276 aig_lit 7066 dimacs_lit 3533
rk[13][5] output 277 aig_lit 7177 dimacs_lit -3588
rk[13][6] output 278 aig_lit 7234 dimacs_lit 3617
rk[13][7] output 279 aig_lit 7259 dimacs_lit -3629
rk[13][8] output 280 aig_lit 7350 dimacs_lit 3675
rk[13][9] output 281 aig_lit 7388 dimacs_lit 3694
rk[13][10] output 282 aig_lit 7427 dimacs_lit -3713
rk[13][11] output 283 aig_lit 7465 dimacs_lit -3732
rk[13][12] output 284 aig_lit 7503 dimacs_lit -3751
rk[13][13] output 285 aig_lit 7526 dimacs_lit 3763
rk[13][14] output 286 aig_lit 7579 dimacs_lit -3789
rk[13][15] output 287 aig_lit 7596 dimacs_lit 3798
